component,time frequency,stream,field name,long name,units,time averaging
lnd,mon,clm2.h0,SOIL3N,soil orgainc matter N (slow pool),gN/m^2,mean
lnd,mon,clm2.h0,SOIL4C,soil organic matter C (slowest pool),gC/m^2,mean
lnd,mon,clm2.h0,SOIL4N,soil orgainc matter N (slowest pool),gN/m^2,mean
lnd,mon,clm2.h0,SoilAlpha,factor limiting ground evap,unitless,mean
lnd,mon,clm2.h0,SoilAlpha_U,urban factor limiting ground evap,unitless,mean
lnd,mon,clm2.h0,SOILC_HR,soil C heterotrophic respiration,gC/m^2/s,mean
lnd,mon,clm2.h0,SOILC_LOSS,soil C loss,gC/m^2/s,mean
lnd,mon,clm2.h0,SOILC,soil C,gC/m^2,mean
lnd,mon,clm2.h0,SOILICE,soil ice (vegetated landunits only),kg/m2,mean
lnd,mon,clm2.h0,SOILLIQ,soil liquid water (vegetated landunits only),kg/m2,mean
lnd,mon,clm2.h0,SOILPSI,soil water potential in each soil layer,MPa,mean
lnd,mon,clm2.h0,SOILWATER_10CM,soil liquid water + ice in top 10cm of soil (veg landunits only),kg/m2,mean
lnd,mon,clm2.h0,SOMHR,soil organic matter heterotrophic respiration,gC/m^2/s,mean
lnd,mon,clm2.h0,SR,total soil respiration (HR + root resp),gC/m^2/s,mean
lnd,mon,clm2.h0,STORVEGC,stored vegetation carbon excluding cpool,gC/m^2,mean
lnd,mon,clm2.h0,STORVEGN,stored vegetation nitrogen,gN/m^2,mean
lnd,mon,clm2.h0,SUPPLEMENT_TO_SMINN,supplemental N supply,gN/m^2/s,mean
lnd,mon,clm2.h0,TAUX,zonal surface stress,kg/m/s^2,mean
lnd,mon,clm2.h0,TAUY,meridional surface stress,kg/m/s^2,mean
lnd,mon,clm2.h0,TBOT,atmospheric air temperature,K,mean
lnd,mon,clm2.h0,TBUILD,internal urban building temperature,K,mean
lnd,mon,clm2.h0,TG,ground temperature,K,mean
lnd,mon,clm2.h0,TG_R,Rural ground temperature,K,mean
lnd,mon,clm2.h0,TG_U,Urban ground temperature,K,mean
lnd,mon,clm2.h0,THBOT,atmospheric air potential temperature,K,mean
lnd,mon,clm2.h0,TLAI,total projected leaf area index,none,mean
lnd,mon,clm2.h0,TLAKE,lake temperature,K,mean
lnd,mon,clm2.h0,TOTCOLC,total column carbon incl veg and cpool,gC/m^2,mean
lnd,mon,clm2.h0,TOTCOLN,total column-level N,gN/m^2,mean
lnd,mon,clm2.h0,TOTECOSYSC,total ecosystem carbon incl veg but excl cpool,gC/m^2,mean
lnd,mon,clm2.h0,TOTECOSYSN,total ecosystem N,gN/m^2,mean
lnd,mon,clm2.h0,TOTLITC,total litter carbon,gC/m^2,mean
lnd,mon,clm2.h0,TOTLITN,total litter N,gN/m^2,mean
lnd,mon,clm2.h0,TOTPFTC,total pft-level carbon including cpool,gC/m^2,mean
lnd,mon,clm2.h0,TOTPFTN,total PFT-level nitrogen,gN/m^2,mean
lnd,mon,clm2.h0,TOTPRODC,total wood product C,gC/m^2,mean
lnd,mon,clm2.h0,TOTPRODN,total wood product N,gN/m^2,mean
lnd,mon,clm2.h0,TOTSOMC,total soil organic matter carbon,gC/m^2,mean
lnd,mon,clm2.h0,TOTSOMN,total soil organic matter N,gN/m^2,mean
lnd,mon,clm2.h0,TOTVEGC,total vegetation carbon excluding cpool,gC/m^2,mean
lnd,mon,clm2.h0,TOTVEGN,total vegetation nitrogen,gN/m^2,mean
lnd,mon,clm2.h0,TREFMNAV,daily minimum of average 2-m temperature,K,mean
lnd,mon,clm2.h0,TREFMNAV_R,Rural daily minimum of average 2-m temperature,K,mean
lnd,mon,clm2.h0,TREFMNAV_U,Urban daily minimum of average 2-m temperature,K,mean
lnd,mon,clm2.h0,TREFMXAV,daily maximum of average 2-m temperature,K,mean
lnd,mon,clm2.h0,TREFMXAV_R,Rural daily maximum of average 2-m temperature,K,mean
lnd,mon,clm2.h0,TREFMXAV_U,Urban daily maximum of average 2-m temperature,K,mean
lnd,mon,clm2.h0,TSA,2m air temperature,K,mean
lnd,mon,clm2.h0,TSAI,total projected stem area index,none,mean
lnd,mon,clm2.h0,TSA_R,Rural 2m air temperature,K,mean
lnd,mon,clm2.h0,TSA_U,Urban 2m air temperature,K,mean
lnd,mon,clm2.h0,TSOI_10CM,soil temperature in top 10cm of soil,K,mean
lnd,mon,clm2.h0,TSOI_ICE,soil temperature (ice landunits only),K,mean
lnd,mon,clm2.h0,TSOI,soil temperature (vegetated landunits only),K,mean
lnd,mon,clm2.h0,TV,vegetation temperature,K,mean
lnd,mon,clm2.h0,U10,10-m wind,m/s,mean
lnd,mon,clm2.h0,URBAN_AC,urban air conditioning flux,W/m^2,mean
lnd,mon,clm2.h0,URBAN_HEAT,urban heating flux,W/m^2,mean
lnd,mon,clm2.h0,WASTEHEAT,sensible heat flux from heating/cooling sources of urban waste heat,W/m^2,mean
lnd,mon,clm2.h0,WA,water in the unconfined aquifer (vegetated landunits only),mm,mean
lnd,mon,clm2.h0,WIND,atmospheric wind velocity magnitude,m/s,mean
lnd,mon,clm2.h0,WOODC_ALLOC,wood C allocation,gC/m^2/s,mean
lnd,mon,clm2.h0,WOODC_LOSS,wood C loss,gC/m^2/s,mean
lnd,mon,clm2.h0,WOODC,wood C,gC/m^2,mean
lnd,mon,clm2.h0,WOOD_HARVESTC,wood harvest carbon (to product pools),gC/m^2/s,mean
lnd,mon,clm2.h0,WOOD_HARVESTN,wood harvest N (to product pools),gN/m^2/s,mean
lnd,mon,clm2.h0,WT,total water storage (unsaturated soil water + groundwater veg landunits),mm,mean
lnd,mon,clm2.h0,XSMRPOOL_RECOVER,C flux assigned to recovery of negative xsmrpool,gC/m^2/s,mean
lnd,mon,clm2.h0,XSMRPOOL,temporary photosynthate C pool,gC/m^2,mean
lnd,mon,clm2.h0,ZBOT,atmospheric reference height,m,mean
lnd,mon,clm2.h0,ZWT,water table depth (vegetated landunits only),m,mean
lnd,day,clm2.h1,FSNO,fraction of ground covered by snow,unitless,mean
lnd,day,clm2.h1,H2OSNO,snow depth (liquid water),mm,mean
lnd,day,clm2.h1,QRUNOFF,total liquid runoff (does not include QSNWCPICE),mm/s,mean
lnd,day,clm2.h1,RAIN,atmospheric rain,mm/s,mean
lnd,day,clm2.h1,SNOW,atmospheric snow,mm/s,mean
lnd,day,clm2.h1,SOILWATER_10CM,soil liquid water + ice in top 10cm of soil (veg landunits only),kg/m2,mean
ocn,mon,pop.h,dTEMP_POS_2D,max pos column temperature timestep diff,degC,maximum
ocn,mon,pop.h,XBLT,Maximum Boundary-Layer Depth,centimeter,maximum
ocn,mon,pop.h,XMXL,Maximum Mixed-Layer Depth,centimeter,maximum
ocn,mon,pop.h,ADVS_ISOP,Vertically-Integrated S Eddy-Induced Advection Tendency (diagnostic),cm gram/kilogram/s,mean
ocn,mon,pop.h,ADVS_SUBM,Vertically-Integrated S submeso Advection Tendency (diagnostic),cm gram/kilogram/s,mean
ocn,mon,pop.h,ADVS,Vertically-Integrated S Advection Tendency,centimeter gram/kilogram/s,mean
ocn,mon,pop.h,ADVT_ISOP,Vertically-Integrated T Eddy-Induced Advection Tendency (diagnostic),cm degC/s,mean
ocn,mon,pop.h,ADVT_SUBM,Vertically-Integrated T submeso Advection Tendency (diagnostic),cm degC/s,mean
ocn,mon,pop.h,ADVT,Vertically-Integrated T Advection Tendency,centimeter degC/s,mean
ocn,mon,pop.h,ALK,Alkalinity,meq/m^3,mean
ocn,mon,pop.h,AOU,Apparent O2 Utilization,mmol/m^3,mean
ocn,mon,pop.h,ATM_ALT_CO2,Atmospheric Alternative CO2,ppmv,mean
ocn,mon,pop.h,ATM_CO2,Atmospheric CO2,ppmv,mean
ocn,mon,pop.h,BSF,Diagnostic barotropic streamfunction,Sv,mean
ocn,mon,pop.h,bSi_form,Diatom Si Uptake,mmol/m^3/s,mean
ocn,mon,pop.h,CaCO3_FLUX_IN,CaCO3 flux into cell,mmol/m^3 cm/s,mean
ocn,mon,pop.h,CaCO3_form,CaCO3 Formation,mmol/m^3/s,mean
ocn,mon,pop.h,CaCO3_PROD,CaCO3 Production,mmol/m^3/s,mean
ocn,mon,pop.h,CFC11,CFC11,fmol/cm^3,mean
ocn,mon,pop.h,CFC12,CFC12,fmol/cm^3,mean
ocn,mon,pop.h,CFC_ATM_PRESS,Atmospheric Pressure for CFC fluxes,atmospheres,mean
ocn,mon,pop.h,CFC_IFRAC,Ice Fraction for CFC fluxes,fraction,mean
ocn,mon,pop.h,CFC_XKW,XKW for CFC fluxes,cm/s,mean
ocn,mon,pop.h,CO2STAR,CO2 Star,mmol/m^3,mean
ocn,mon,pop.h,CO3,Carbonate Ion Concentration,mmol/m^3,mean
ocn,mon,pop.h,co3_sat_arag,CO3 concentration at aragonite saturation,mmol/m^3,mean
ocn,mon,pop.h,co3_sat_calc,CO3 concentration at calcite saturation,mmol/m^3,mean
ocn,mon,pop.h,DCO2STAR_ALT_CO2,D CO2 Star Alternative CO2,mmol/m^3,mean
ocn,mon,pop.h,DCO2STAR,D CO2 Star,mmol/m^3,mean
ocn,mon,pop.h,DENITRIF,Denitrification,mmol/m^3/s,mean
ocn,mon,pop.h,DIA_DEPTH,Depth of the Diabatic Region at the Surface,cm,mean
ocn,mon,pop.h,DIA_IMPVF_CFC11,CFC11 Flux Across Bottom Face from Diabatic Implicit Vertical Mixing,fmol/cm^2/s,mean
ocn,mon,pop.h,DIA_IMPVF_CFC12,CFC12 Flux Across Bottom Face from Diabatic Implicit Vertical Mixing,fmol/cm^2/s,mean
ocn,mon,pop.h,DIA_IMPVF_IAGE,IAGE Flux Across Bottom Face from Diabatic Implicit Vertical Mixing,cm years/s,mean
ocn,mon,pop.h,DIA_IMPVF_SALT,SALT Flux Across Bottom Face from Diabatic Implicit Vertical Mixing,gram/kilogram cm/s,mean
ocn,mon,pop.h,DIA_IMPVF_TEMP,TEMP Flux Across Bottom Face from Diabatic Implicit Vertical Mixing,degC cm/s,mean
ocn,mon,pop.h,diat_agg,Diatom Aggregate,mmol/m^3/s,mean
ocn,mon,pop.h,diatC,Diatom Carbon,mmol/m^3,mean
ocn,mon,pop.h,diatChl,Diatom Chlorophyll,mg/m^3,mean
ocn,mon,pop.h,diatFe,Diatom Iron,mmol/m^3,mean
ocn,mon,pop.h,diat_Fe_lim,Diatom Fe Limitation,none,mean
ocn,mon,pop.h,diat_light_lim,Diatom Light Limitation,none,mean
ocn,mon,pop.h,diat_loss,Diatom Loss,mmol/m^3/s,mean
ocn,mon,pop.h,diat_N_lim,Diatom N Limitation,none,mean
ocn,mon,pop.h,diat_PO4_lim,Diatom PO4 Limitation,none,mean
ocn,mon,pop.h,diatSi,Diatom Silicon,mmol/m^3,mean
ocn,mon,pop.h,diat_SiO3_lim,Diatom SiO3 Limitation,none,mean
ocn,mon,pop.h,diazC,Diazotroph Carbon,mmol/m^3,mean
ocn,mon,pop.h,diazChl,Diazotroph Chlorophyll,mg/m^3,mean
ocn,mon,pop.h,diazFe,Diazotroph Iron,mmol/m^3,mean
ocn,mon,pop.h,diaz_Fe_lim,Diaz Fe Limitation,none,mean
ocn,mon,pop.h,diaz_light_lim,Diaz LIGHT Limitation,none,mean
ocn,mon,pop.h,diaz_loss,Diaz Loss,mmol/m^3/s,mean
ocn,mon,pop.h,diaz_Nfix,Diaz N Fixation,mmol/m^3/s,mean
ocn,mon,pop.h,diaz_P_lim,Diaz PO4 Limitation,none,mean
ocn,mon,pop.h,DIC_ALT_CO2,Dissolved Inorganic Carbon Alternative CO2,mmol/m^3,mean
ocn,mon,pop.h,DIC,Dissolved Inorganic Carbon,mmol/m^3,mean
ocn,mon,pop.h,DOC,Dissolved Organic Carbon,mmol/m^3,mean
ocn,mon,pop.h,DOC_prod,DOC Production,mmol/m^3/s,mean
ocn,mon,pop.h,DOC_remin,DOC Remineralization,mmol/m^3/s,mean
ocn,mon,pop.h,DOFe,Dissolved Organic Iron,mmol/m^3,mean
ocn,mon,pop.h,DOFe_prod,DOFe Production,mmol/m^3/s,mean
ocn,mon,pop.h,DON,Dissolved Organic Nitrogen,mmol/m^3,mean
ocn,mon,pop.h,DON_prod,DON Production,mmol/m^3/s,mean
ocn,mon,pop.h,DOP,Dissolved Organic Phosphorus,mmol/m^3,mean
ocn,mon,pop.h,DOP_prod,DOP Production,mmol/m^3/s,mean
ocn,mon,pop.h,DpCO2_ALT_CO2,D pCO2 Alternative CO2,ppmv,mean
ocn,mon,pop.h,DpCO2,D pCO2,ppmv,mean
ocn,mon,pop.h,ECOSYS_ATM_PRESS,Atmospheric Pressure for ecosys fluxes,atmospheres,mean
ocn,mon,pop.h,ECOSYS_IFRAC,Ice Fraction for ecosys fluxes,fraction,mean
ocn,mon,pop.h,ECOSYS_XKW,XKW for ecosys fluxes,cm/s,mean
ocn,mon,pop.h,EVAP_F,Evaporation Flux from Coupler,kg/m^2/s,mean
ocn,mon,pop.h,Fe,Dissolved Inorganic Iron,mmol/m^3,mean
ocn,mon,pop.h,Fe_scavenge,Iron Scavenging,mmol/m^3/s,mean
ocn,mon,pop.h,Fe_scavenge_rate,Iron Scavenging Rate,1/y,mean
ocn,mon,pop.h,FG_ALT_CO2,DIC Surface Gas Flux Alternative CO2,mmol/m^3 cm/s,mean
ocn,mon,pop.h,FG_CO2,DIC Surface Gas Flux,mmol/m^3 cm/s,mean
ocn,mon,pop.h,FvICE_ALK,Alkalinity Virtual Surface Flux ICE,meq/m^3 cm/s,mean
ocn,mon,pop.h,FvICE_DIC,Dissolved Inorganic Carbon Virtual Surface Flux ICE,mmol/m^3 cm/s,mean
ocn,mon,pop.h,FvPER_ALK,Alkalinity Virtual Surface Flux PER,meq/m^3 cm/s,mean
ocn,mon,pop.h,FvPER_DIC,Dissolved Inorganic Carbon Virtual Surface Flux PER,mmol/m^3 cm/s,mean
ocn,mon,pop.h,FW,Freshwater Flux,centimeter/s,mean
ocn,mon,pop.h,graze_diat,Diatom Grazing,mmol/m^3/s,mean
ocn,mon,pop.h,graze_diaz,Diazotroph Grazing,mmol/m^3/s,mean
ocn,mon,pop.h,graze_sp,Small Phyto Grazing,mmol/m^3/s,mean
ocn,mon,pop.h,H2CO3,Carbonic Acid Concentration,mmol/m^3,mean
ocn,mon,pop.h,HBLT,Boundary-Layer Depth,centimeter,mean
ocn,mon,pop.h,HCO3,Bicarbonate Ion Concentration,mmol/m^3,mean
ocn,mon,pop.h,HDIFB_CFC11,CFC11 Horizontal Diffusive Flux across Bottom Face,fmol/cm^3/s,mean
ocn,mon,pop.h,HDIFB_CFC12,CFC12 Horizontal Diffusive Flux across Bottom Face,fmol/cm^3/s,mean
ocn,mon,pop.h,HDIFB_IAGE,IAGE Horizontal Diffusive Flux across Bottom Face,years/s,mean
ocn,mon,pop.h,HDIFB_SALT,SALT Horizontal Diffusive Flux across Bottom Face,gram/kilogram/s,mean
ocn,mon,pop.h,HDIFB_TEMP,TEMP Horizontal Diffusive Flux across Bottom Face,degC/s,mean
ocn,mon,pop.h,HDIFE_CFC11,CFC11 Horizontal Diffusive Flux in grid-x direction,fmol/cm^3/s,mean
ocn,mon,pop.h,HDIFE_CFC12,CFC12 Horizontal Diffusive Flux in grid-x direction,fmol/cm^3/s,mean
ocn,mon,pop.h,HDIFE_IAGE,IAGE Horizontal Diffusive Flux in grid-x direction,years/s,mean
ocn,mon,pop.h,HDIFE_SALT,SALT Horizontal Diffusive Flux in grid-x direction,gram/kilogram/s,mean
ocn,mon,pop.h,HDIFE_TEMP,TEMP Horizontal Diffusive Flux in grid-x direction,degC/s,mean
ocn,mon,pop.h,HDIFN_CFC11,CFC11 Horizontal Diffusive Flux in grid-y direction,fmol/cm^3/s,mean
ocn,mon,pop.h,HDIFN_CFC12,CFC12 Horizontal Diffusive Flux in grid-y direction,fmol/cm^3/s,mean
ocn,mon,pop.h,HDIFN_IAGE,IAGE Horizontal Diffusive Flux in grid-y direction,years/s,mean
ocn,mon,pop.h,HDIFN_SALT,SALT Horizontal Diffusive Flux in grid-y direction,gram/kilogram/s,mean
ocn,mon,pop.h,HDIFN_TEMP,TEMP Horizontal Diffusive Flux in grid-y direction,degC/s,mean
ocn,mon,pop.h,HDIFS,Vertically Integrated Horz Diff S tendency,centimeter gram/kilogram/s,mean
ocn,mon,pop.h,HDIFT,Vertically Integrated Horz Mix T tendency,centimeter degC/s,mean
ocn,mon,pop.h,HLS_SUBM,Horizontal length scale used in submeso,cm,mean
ocn,mon,pop.h,HMXL,Mixed-Layer Depth,centimeter,mean
ocn,mon,pop.h,HOR_DIFF,Horizontal diffusion coefficient,cm^2/s,mean
ocn,mon,pop.h,IAGE,Ideal Age,years,mean
ocn,mon,pop.h,IAGE_RESET_TEND,surface reset tendency of IAGE,years/s,mean
ocn,mon,pop.h,IFRAC,Ice Fraction from Coupler,fraction,mean
ocn,mon,pop.h,INT_DEPTH,Depth at which the Interior Region Starts,cm,mean
ocn,mon,pop.h,IOFF_F,Ice Runoff Flux from Coupler due to Land-Model Snow Capping,kg/m^2/s,mean
ocn,mon,pop.h,IRON_FLUX,Iron Flux,mmol/m^2/s,mean
ocn,mon,pop.h,J_DIC,Dissolved Inorganic Carbon Source Sink Term,mmol/m^3/s,mean
ocn,mon,pop.h,Jint_100m_ALK,Alkalinity Source Sink Term Vertical Integral 0-100m,meq/m^3 cm/s,mean
ocn,mon,pop.h,Jint_100m_DIC,Dissolved Inorganic Carbon Source Sink Term Vertical Integral 0-100m,mmol/m^3 cm/s,mean
ocn,mon,pop.h,Jint_100m_DOC,Dissolved Organic Carbon Source Sink Term Vertical Integral 0-100m,mmol/m^3 cm/s,mean
ocn,mon,pop.h,Jint_100m_Fe,Dissolved Inorganic Iron Source Sink Term Vertical Integral 0-100m,mmol/m^3 cm/s,mean
ocn,mon,pop.h,Jint_100m_NH4,Dissolved Ammonia Source Sink Term Vertical Integral 0-100m,mmol/m^3 cm/s,mean
ocn,mon,pop.h,Jint_100m_NO3,Dissolved Inorganic Nitrate Source Sink Term Vertical Integral 0-100m,mmol/m^3 cm/s,mean
ocn,mon,pop.h,Jint_100m_O2,Dissolved Oxygen Source Sink Term Vertical Integral 0-100m,mmol/m^3 cm/s,mean
ocn,mon,pop.h,Jint_100m_PO4,Dissolved Inorganic Phosphate Source Sink Term Vertical Integral 0-100m,mmol/m^3 cm/s,mean
ocn,mon,pop.h,Jint_100m_SiO3,Dissolved Inorganic Silicate Source Sink Term Vertical Integral 0-100m,mmol/m^3 cm/s,mean
ocn,mon,pop.h,KAPPA_ISOP,Isopycnal diffusion coefficient,cm^2/s,mean
ocn,mon,pop.h,KAPPA_THIC,Thickness diffusion coefficient,cm^2/s,mean
ocn,mon,pop.h,KPP_SRC_CFC11,CFC11 tendency from KPP non local mixing term,fmol/cm^3/s,mean
ocn,mon,pop.h,KPP_SRC_CFC12,CFC12 tendency from KPP non local mixing term,fmol/cm^3/s,mean
ocn,mon,pop.h,KPP_SRC_SALT,SALT tendency from KPP non local mixing term,gram/kilogram/s,mean
ocn,mon,pop.h,KPP_SRC_TEMP,TEMP tendency from KPP non local mixing term,degC/s,mean
ocn,mon,pop.h,KVMIX_M,Vertical viscosity due to Tidal Mixing + background,centimeter^2/s,mean
ocn,mon,pop.h,KVMIX,Vertical diabatic diffusivity due to Tidal Mixing + background,centimeter^2/s,mean
ocn,mon,pop.h,LWDN_F,Longwave Heat Flux (dn) from Coupler,watt/m^2,mean
ocn,mon,pop.h,LWUP_F,Longwave Heat Flux (up) from Coupler,watt/m^2,mean
ocn,mon,pop.h,MELT_F,Melt Flux from Coupler,kg/m^2/s,mean
ocn,mon,pop.h,MELTH_F,Melt Heat Flux from Coupler,watt/m^2,mean
ocn,mon,pop.h,MOC,Meridional Overturning Circulation,Sverdrups,mean
ocn,mon,pop.h,NH4,Dissolved Ammonia,mmol/m^3,mean
ocn,mon,pop.h,N_HEAT,Northward Heat Transport,Pwatt,mean
ocn,mon,pop.h,NHy_FLUX,Flux of NHy from Atmosphere,nmol/cm^2/s,mean
ocn,mon,pop.h,NITRIF,Nitrification,mmol/m^3/s,mean
ocn,mon,pop.h,NO3,Dissolved Inorganic Nitrate,mmol/m^3,mean
ocn,mon,pop.h,NOx_FLUX,Flux of NOx from Atmosphere,nmol/cm^2/s,mean
ocn,mon,pop.h,N_SALT,Northward Salt Transport,gram centimeter^3/kg/s,mean
ocn,mon,pop.h,O2_CONSUMPTION,O2 Consumption,mmol/m^3/s,mean
ocn,mon,pop.h,O2,Dissolved Oxygen,mmol/m^3,mean
ocn,mon,pop.h,O2_PRODUCTION,O2 Production,mmol/m^3/s,mean
ocn,mon,pop.h,O2SAT,O2 Saturation,mmol/m^3,mean
ocn,mon,pop.h,O2_ZMIN_DEPTH,Depth of Vertical Minimum of O2,cm,mean
ocn,mon,pop.h,O2_ZMIN,Vertical Minimum of O2,mmol/m^3,mean
ocn,mon,pop.h,PAR_avg,PAR Average over Model Cell,w/m^2,mean
ocn,mon,pop.h,pCO2SURF,surface pCO2,ppmv,mean
ocn,mon,pop.h,PD,Potential Density Ref to Surface,gram/centimeter^3,mean
ocn,mon,pop.h,pH_3D,pH,none,mean
ocn,mon,pop.h,PH_ALT_CO2,Surface pH Alternative CO2,none,mean
ocn,mon,pop.h,photoC_diat,Diatom C Fixation,mmol/m^3/s,mean
ocn,mon,pop.h,photoC_diaz,Diaz C Fixation,mmol/m^3/s,mean
ocn,mon,pop.h,photoC_NO3_diat,Diatom C Fixation from NO3,mmol/m^3/s,mean
ocn,mon,pop.h,photoC_NO3_diat_zint,Diatom C Fixation from NO3 Vertical Integral,mmol/m^3 cm/s,mean
ocn,mon,pop.h,photoC_NO3_diaz,Diaz C Fixation from NO3,mmol/m^3/s,mean
ocn,mon,pop.h,photoC_NO3_diaz_zint,Diaz C Fixation from NO3 Vertical Integral,mmol/m^3 cm/s,mean
ocn,mon,pop.h,photoC_NO3_sp,Small Phyto C Fixation from NO3,mmol/m^3/s,mean
ocn,mon,pop.h,photoC_NO3_sp_zint,Small Phyto C Fixation from NO3 Vertical Integral,mmol/m^3 cm/s,mean
ocn,mon,pop.h,photoC_sp,Small Phyto C Fixation,mmol/m^3/s,mean
ocn,mon,pop.h,PH,Surface pH,none,mean
ocn,mon,pop.h,P_iron_FLUX_IN,P_iron Flux into Cell,mmol/m^3 cm/s,mean
ocn,mon,pop.h,P_iron_PROD,P_iron Production,mmol/m^3/s,mean
ocn,mon,pop.h,PO4,Dissolved Inorganic Phosphate,mmol/m^3,mean
ocn,mon,pop.h,POC_FLUX_IN,POC Flux into Cell,mmol/m^3 cm/s,mean
ocn,mon,pop.h,POC_PROD,POC Production,mmol/m^3/s,mean
ocn,mon,pop.h,PREC_F,Precipitation Flux from Cpl (rain+snow),kg/m^2/s,mean
ocn,mon,pop.h,PV,Potential Vorticity,1/s,mean
ocn,mon,pop.h,QFLUX,Internal Ocean Heat Flux Due to Ice Formation; heat of fusion > 0 or ice-melting potential < 0,Watts/meter^2,mean
ocn,mon,pop.h,Q,Static Stability (d(rho(p_r))/dz),gram/centimeter^4,mean
ocn,mon,pop.h,QSW_3D,Solar Short-Wave Heat Flux,watt/m^2,mean
ocn,mon,pop.h,QSW_HBL,Solar Short-Wave Heat Flux in bndry layer,watt/m^2,mean
ocn,mon,pop.h,QSW_HTP,Solar Short-Wave Heat Flux in top layer,watt/m^2,mean
ocn,mon,pop.h,RESID_S,Free-Surface Residual Flux (S),kg/m^2/s,mean
ocn,mon,pop.h,RESID_T,Free-Surface Residual Flux (T),watt/m^2,mean
ocn,mon,pop.h,RHO,In-Situ Density,gram/centimeter^3,mean
ocn,mon,pop.h,RHO_VINT,Vertical Integral of In-Situ Density,gram/centimeter^2,mean
ocn,mon,pop.h,ROFF_F,Runoff Flux from Coupler,kg/m^2/s,mean
ocn,mon,pop.h,SALT_F,Salt Flux from Coupler (kg of salt/m^2/s),kg/m^2/s,mean
ocn,mon,pop.h,SALT,Salinity,gram/kilogram,mean
ocn,mon,pop.h,SCHMIDT_CO2,CO2 Schmidt Number,none,mean
ocn,mon,pop.h,SCHMIDT_O2,O2 Schmidt Number,none,mean
ocn,mon,pop.h,SENH_F,Sensible Heat Flux from Coupler,watt/m^2,mean
ocn,mon,pop.h,SFWF,Virtual Salt Flux in FW Flux formulation,kg/m^2/s,mean
ocn,mon,pop.h,SFWF_WRST,Virtual Salt Flux due to weak restoring,kg/m^2/s,mean
ocn,mon,pop.h,SHF_QSW,Solar Short-Wave Heat Flux,watt/m^2,mean
ocn,mon,pop.h,SHF,Total Surface Heat Flux Including SW,watt/m^2,mean
ocn,mon,pop.h,SiO2_FLUX_IN,SiO2 Flux into Cell,mmol/m^3 cm/s,mean
ocn,mon,pop.h,SiO2_PROD,SiO2 Production,mmol/m^3/s,mean
ocn,mon,pop.h,SiO3,Dissolved Inorganic Silicate,mmol/m^3,mean
ocn,mon,pop.h,SNOW_F,Snow Flux from Coupler,kg/m^2/s,mean
ocn,mon,pop.h,sp_agg,Small Phyto Aggregate,mmol/m^3/s,mean
ocn,mon,pop.h,spCaCO3,Small Phytoplankton CaCO3,mmol/m^3,mean
ocn,mon,pop.h,spChl,Small phytoplankton Chlorophyll,mg/m^3,mean
ocn,mon,pop.h,spC,Small Phytoplankton Carbon,mmol/m^3,mean
ocn,mon,pop.h,sp_Fe_lim,Small Phyto Fe Limitation,none,mean
ocn,mon,pop.h,spFe,Small Phytoplankton Iron,mmol/m^3,mean
ocn,mon,pop.h,sp_light_lim,Small Phyto Light Limitation,none,mean
ocn,mon,pop.h,sp_loss,Small Phyto Loss,mmol/m^3/s,mean
ocn,mon,pop.h,sp_N_lim,Small Phyto N Limitation,none,mean
ocn,mon,pop.h,sp_PO4_lim,Small Phyto PO4 Limitation,none,mean
ocn,mon,pop.h,SSH2,SSH**2,cm^2,mean
ocn,mon,pop.h,SSH,Sea Surface Height,centimeter,mean
ocn,mon,pop.h,SST,Potential Temperature,degC,mean
ocn,mon,pop.h,STF_CFC11,CFC11 Surface Flux,fmol/cm^2/s,mean
ocn,mon,pop.h,STF_CFC12,CFC12 Surface Flux,fmol/cm^2/s,mean
ocn,mon,pop.h,STF_O2,Dissolved Oxygen Surface Flux,mmol/m^3 cm/s,mean
ocn,mon,pop.h,SU,Vertically Integrated Velocity in grid-x direction,centimeter^2/s,mean
ocn,mon,pop.h,SV,Vertically Integrated Velocity in grid-y direction,centimeter^2/s,mean
ocn,mon,pop.h,TAUX2,Windstress**2 in grid-x direction,dyne^2/centimeter^4,mean
ocn,mon,pop.h,TAUX,Windstress in grid-x direction,dyne/centimeter^2,mean
ocn,mon,pop.h,TAUY2,Windstress**2 in grid-y direction,dyne^2/centimeter^4,mean
ocn,mon,pop.h,TAUY,Windstress in grid-y direction,dyne/centimeter^2,mean
ocn,mon,pop.h,TEMP,Potential Temperature,degC,mean
ocn,mon,pop.h,tend_zint_100m_ALK,Alkalinity Tendency Vertical Integral 0-100m,meq/m^3 cm/s,mean
ocn,mon,pop.h,tend_zint_100m_DIC_ALT_CO2,Dissolved Inorganic Carbon Alternative CO2 Tendency Vertical Integral 0-100m,mmol/m^3 cm/s,mean
ocn,mon,pop.h,tend_zint_100m_DIC,Dissolved Inorganic Carbon Tendency Vertical Integral 0-100m,mmol/m^3 cm/s,mean
ocn,mon,pop.h,tend_zint_100m_DOC,Dissolved Organic Carbon Tendency Vertical Integral 0-100m,mmol/m^3 cm/s,mean
ocn,mon,pop.h,tend_zint_100m_Fe,Dissolved Inorganic Iron Tendency Vertical Integral 0-100m,mmol/m^3 cm/s,mean
ocn,mon,pop.h,tend_zint_100m_NH4,Dissolved Ammonia Tendency Vertical Integral 0-100m,mmol/m^3 cm/s,mean
